feature_name,mean_abs_shap,rank
9_swa,0.024933509643606584,1
10_swa,0.018080219961971046,2
3_swa,0.017936269589050285,3
21_swg,0.01756836657397805,4
18_swa,0.017409905748097053,5
5_swh,0.01567691975496338,6
20_swa,0.015378653114290163,7
3_swh,0.014755597628449064,8
19_swh,0.01369601324764675,9
5_swa,0.0123693924663645,10
3_swg,0.01146188176145852,11
16_swa,0.011237997177141301,12
0_swa,0.010543995288054782,13
21_swh,0.009806681564919298,14
12_swa,0.009649489952765048,15
5_swg,0.009422356827484695,16
0_swg,0.009266062071829664,17
1_swg,0.008893185376586813,18
7_swa,0.00888439371595781,19
4_swa,0.008808308978683012,20
21_swa,0.00822350995914043,21
17_swa,0.008163045078716175,22
18_swh,0.008156368207982037,23
0_swh,0.008031544133406517,24
22_swa,0.007872329987372619,25
4_swh,0.007406974448550928,26
23_swa,0.007238225568974686,27
12_swh,0.007180699465065678,28
19_swg,0.006886911265026146,29
20_swh,0.006768179967181262,30
19_swa,0.006664557262921888,31
15_swa,0.006154213271938206,32
24_swg,0.005976111963077104,33
22_swg,0.005457233178231015,34
4_swg,0.0053578813630522385,35
22_swh,0.005263760361086694,36
6_swa,0.005172883113310843,37
16_swh,0.004899032771189159,38
20_swg,0.004839645775695124,39
14_swa,0.004802246790802757,40
24_swa,0.004756557101392047,41
7_swg,0.004630187888231692,42
9_swg,0.004563632448121034,43
10_swg,0.004364989828551655,44
1_swa,0.004265973541911067,45
11_swa,0.003954006096209751,46
10_swh,0.0035758561878676885,47
2_swh,0.0035043617790042206,48
9_swh,0.0035028089003661194,49
24_swh,0.0034951725872344177,50
7_swh,0.003454698377220653,51
18_swg,0.003348048704227969,52
17_swh,0.00334473391282913,53
14_swh,0.00325969546829179,54
14_swg,0.0032291100695274956,55
11_swg,0.003183332162365734,56
13_swa,0.003111850052526298,57
6_swg,0.003015236447106708,58
8_swa,0.002976503464702336,59
16_swg,0.0029156020785517686,60
13_swh,0.0027276120479391482,61
8_swh,0.002647951080592965,62
15_swh,0.0025921403657626564,63
12_swg,0.002550099082196542,64
1_swh,0.0024694512639324936,65
2_swa,0.0024167716871203826,66
23_swh,0.002261603097213768,67
11_swh,0.0022092709986613447,68
6_swh,0.002143046552314117,69
8_swg,0.0018897665525481856,70
13_swg,0.0016204457724479772,71
2_swg,0.0015929183833885995,72
23_swg,0.0015874558161743538,73
15_swg,0.0015847199929574474,74
17_swg,0.0015392513027472252,75
