feature_name,mean_abs_shap,rank
12_swa,0.5501836285590127,1
16_swa,0.2899997142829853,2
4_swh,0.2551433189173814,3
21_swa,0.2506089679950545,4
2_swg,0.2446602458329582,5
7_swg,0.22186648588597047,6
20_swa,0.19497459558370597,7
9_swh,0.19368315801653194,8
2_swa,0.17991410526444016,9
0_swh,0.1578882866719959,10
10_swg,0.145542657532214,11
15_swa,0.13880469014423732,12
1_swh,0.11055206490742292,13
9_swg,0.07059491281258641,14
2_swh,0.023197578964524034,15
5_swh,0.020064102116566188,16
4_swa,0.0,17
5_swa,0.0,18
4_swg,0.0,19
0_swg,0.0,20
