feature_name,mean_abs_shap,rank
weight_reinforcement,0.05609590416789868,1
pairwise_timescale_density,0.025079377831497374,2
timescale_density_balance,0.013527201635913259,3
hcn,0.012305222523475927,4
degree_balance,0.008224747062863936,5
weight_balance,0.003567200192233236,6
lifetime_two_edges,0.0012475342066100169,7
degree_reinforcement,0.0006006278138713924,8
lifetime_one_edge,0.0003642555249495733,9
