feature_name,mean_abs_shap,rank
hcn,0.08712874311067115,1
weight_reinforcement,0.04668466860598122,2
lifetime_one_edge,0.04614072845366061,3
4_swa,0.03967984584712677,4
timescale_density_balance,0.025216519825576003,5
19_swa,0.022918168483968215,6
degree_reinforcement,0.012026321634619523,7
6_swh,0.008167722030140358,8
4_swg,0.007666064658603263,9
6_swg,0.005231621103523746,10
lifetime_two_edges,0.005068526125986086,11
23_swa,0.0037825021290329914,12
19_swg,0.003426592030285966,13
12_swa,0.003386790216362226,14
6_swa,0.0032702928031209605,15
4_swh,0.00293998686527618,16
15_swa,0.002736345929122293,17
weight_balance,0.002274089136020394,18
3_swg,0.002196509596114828,19
15_swg,0.0020116441130666393,20
12_swg,0.0018351375117559132,21
7_swg,0.0017128442647779657,22
7_swh,0.0016757862580240198,23
5_swa,0.0015825213711356588,24
18_swg,0.0015759026648217208,25
5_swg,0.0014722232222807688,26
19_swh,0.001468569764662975,27
24_swa,0.0014178744603657119,28
12_swh,0.0013960642705129083,29
18_swa,0.0013509261646716742,30
7_swa,0.001333074098797774,31
18_swh,0.0011484880669647268,32
3_swa,0.0010502835685695575,33
8_swa,0.0010239230558200087,34
9_swh,0.0010019033022240183,35
10_swg,0.0009483012871860385,36
22_swh,0.0009026444473023427,37
22_swg,0.0008604011384821774,38
5_swh,0.0008586284100397286,39
15_swh,0.0008586197057359529,40
0_swa,0.0008446890540979077,41
8_swg,0.0008161153753551368,42
14_swh,0.0008134547357068395,43
2_swg,0.0008043272503644757,44
3_swh,0.0007816657070931871,45
2_swa,0.0007104868895676063,46
9_swg,0.0005890901983892289,47
8_swh,0.0005824860307112815,48
14_swg,0.0005799426526663785,49
10_swa,0.0005587235555331417,50
9_swa,0.0005420717625363223,51
2_swh,0.000524106056027996,52
14_swa,0.000514581966387492,53
11_swa,0.0004896519936351962,54
11_swh,0.0004521973390522013,55
22_swa,0.00045177820923248633,56
23_swh,0.0004126619149522221,57
24_swh,0.0003775242029867349,58
1_swa,0.00036664445444665084,59
16_swh,0.00035398687684614033,60
17_swa,0.00035235633295508593,61
23_swg,0.0003400141263095453,62
16_swa,0.00032788881940171947,63
0_swg,0.0003234972046230444,64
13_swg,0.0003037720067891328,65
13_swa,0.0002874160579574498,66
24_swg,0.00028438021397466875,67
10_swh,0.0002687811700554725,68
1_swh,0.00026758143353726097,69
16_swg,0.0002571507248004742,70
degree_balance,0.00023036900065174698,71
13_swh,0.00021891171254399415,72
0_swh,0.0002056662558101243,73
20_swa,0.00019873941182374283,74
11_swg,0.00018728848860001394,75
21_swa,0.00015052081945136453,76
21_swg,0.0001426949990461338,77
1_swg,0.00013670044882891348,78
21_swh,0.00010252127699131971,79
17_swg,9.911083970741788e-05,80
17_swh,7.46741200743668e-05,81
20_swh,3.1016307177467696e-05,82
20_swg,2.0697843112148214e-05,83
pairwise_timescale_density,0.0,84
